08208,301  ,3010833,イバラキケン,リュウガサキシ,シロシタ,茨城県,龍ケ崎市,城下,0,0,0,0,0,0
08208,301  ,3010813,イバラキケン,リュウガサキシ,シンマチ,茨城県,龍ケ崎市,新町,0,0,0,0,0,0
08208,301  ,3010815,イバラキケン,リュウガサキシ,スウブナ,茨城県,龍ケ崎市,直鮒,0,0,0,0,0,0
08208,301  ,3010014,イバラキケン,リュウガサキシ,ストウホリマチ,茨城県,龍ケ崎市,須藤堀町,0,0,0,0,0,0
08208,301  ,3010823,イバラキケン,リュウガサキシ,スナマチ,茨城県,龍ケ崎市,砂町,0,0,0,0,0,0
08208,301  ,3010816,イバラキケン,リュウガサキシ,ダイトクマチ,茨城県,龍ケ崎市,大徳町,0,0,0,0,0,0
08208,301  ,3010814,イバラキケン,リュウガサキシ,タカスナ,茨城県,龍ケ崎市,高砂,0,0,0,0,0,0
08208,301  ,3010026,イバラキケン,リュウガサキシ,タカスマチ,茨城県,龍ケ崎市,高須町,0,0,0,0,0,0
08208,301  ,3010839,イバラキケン,リュウガサキシ,ダシヤママチ,茨城県,龍ケ崎市,出し山町,0,0,0,0,0,0
08208,301  ,3010835,イバラキケン,リュウガサキシ,タマチ,茨城県,龍ケ崎市,田町,0,0,0,0,0,0
08208,301  ,3010836,イバラキケン,リュウガサキシ,テラゴ,茨城県,龍ケ崎市,寺後,0,0,0,0,0,0
08208,301  ,3010024,イバラキケン,リュウガサキシ,トヨダマチ,茨城県,龍ケ崎市,豊田町,0,0,0,0,0,0
08208,301  ,3010854,イバラキケン,リュウガサキシ,ナカザト,茨城県,龍ケ崎市,中里,0,0,1,0,0,0
08208,301  ,3010002,イバラキケン,リュウガサキシ,ナカネダイ,茨城県,龍ケ崎市,中根台,0,0,1,0,0,0
08208,301  ,3010016,イバラキケン,リュウガサキシ,ナガオキシンデンマチ,茨城県,龍ケ崎市,長沖新田町,0,0,0,0,0,0
08208,301  ,3010015,イバラキケン,リュウガサキシ,ナガオキマチ,茨城県,龍ケ崎市,長沖町,0,0,0,0,0,0
08208,301  ,3010804,イバラキケン,リュウガサキシ,ナガミネマチ,茨城県,龍ケ崎市,長峰町,0,0,0,0,0,0
08208,301  ,3010042,イバラキケン,リュウガサキシ,ナガヤマ,茨城県,龍ケ崎市,長山,0,0,1,0,0,0
08208,301  ,3010845,イバラキケン,リュウガサキシ,ナトオカ,茨城県,龍ケ崎市,奈戸岡,0,0,0,0,0,0
08208,301  ,3010004,イバラキケン,リュウガサキシ,ナレウママチ,茨城県,龍ケ崎市,馴馬町,0,0,0,0,0,0
08208,301  ,3010007,イバラキケン,リュウガサキシ,ナレシバマチ,茨城県,龍ケ崎市,馴柴町,0,0,0,0,0,0
08208,301  ,3010803,イバラキケン,リュウガサキシ,ヌルトマチ,茨城県,龍ケ崎市,塗戸町,0,0,0,0,0,0
08208,301  ,3010837,イバラキケン,リュウガサキシ,ネマチ,茨城県,龍ケ崎市,根町,0,0,0,0,0,0
08208,301  ,3010023,イバラキケン,リュウガサキシ,ハグロマチ,茨城県,龍ケ崎市,羽黒町,0,0,0,0,0,0
08208,301  ,3010843,イバラキケン,リュウガサキシ,ハバラマチ,茨城県,龍ケ崎市,羽原町,0,0,0,0,0,0
08208,301  ,3010806,イバラキケン,リュウガサキシ,ハンダマチ,茨城県,龍ケ崎市,半田町,0,0,0,0,0,0
08208,301  ,3010035,イバラキケン,リュウガサキシ,ヒエガラマチ,茨城県,龍ケ崎市,稗柄町,0,0,0,0,0,0
08208,301  ,3010017,イバラキケン,リュウガサキシ,ヒメミヤマチ,茨城県,龍ケ崎市,姫宮町,0,0,0,0,0,0
08208,301  ,3010003,イバラキケン,リュウガサキシ,ヒラダイ,茨城県,龍ケ崎市,平台,0,0,1,0,0,0
08208,301  ,3010844,イバラキケン,リュウガサキシ,ヒラハタ,茨城県,龍ケ崎市,平畑,0,0,0,0,0,0
08208,301  ,3010855,イバラキケン,リュウガサキシ,フジガオカ,茨城県,龍ケ崎市,藤ケ丘,0,0,0,0,0,0
08208,301  ,3010846,イバラキケン,リュウガサキシ,ベッショマチ,茨城県,龍ケ崎市,別所町,0,0,0,0,0,0
08208,301  ,3010853,イバラキケン,リュウガサキシ,マツガオカ,茨城県,龍ケ崎市,松ケ丘,0,0,0,0,0,0
08208,301  ,3010043,イバラキケン,リュウガサキシ,マツバ,茨城県,龍ケ崎市,松葉,0,0,1,0,0,0
08208,301  ,3010013,イバラキケン,リュウガサキシ,ミズモン,茨城県,龍ケ崎市,水門,0,0,0,0,0,0
08208,301  ,3010832,イバラキケン,リュウガサキシ,ミドリチョウ,茨城県,龍ケ崎市,緑町,0,0,0,0,0,0
08208,301  ,3010022,イバラキケン,リュウガサキシ,ミナミガオカ,茨城県,龍ケ崎市,南が丘,0,0,1,0,0,0
08208,301  ,3010047,イバラキケン,リュウガサキシ,ミナミナカジママチ,茨城県,龍ケ崎市,南中島町,0,0,0,0,0,0
08208,301  ,3010811,イバラキケン,リュウガサキシ,ミヤブチマチ,茨城県,龍ケ崎市,宮渕町,0,0,0,0,0,0
08208,301  ,3010842,イバラキケン,リュウガサキシ,ヤシロマチ,茨城県,龍ケ崎市,八代町,0,0,0,0,0,0
08208,301  ,3010831,イバラキケン,リュウガサキシ,ヤワラマチ,茨城県,龍ケ崎市,野原町,0,0,0,0,0,0
08208,301  ,3010011,イバラキケン,リュウガサキシ,ヨコマチ,茨城県,龍ケ崎市,横町,0,0,0,0,0,0
08208,301  ,3010041,イバラキケン,リュウガサキシ,ワカシバマチ,茨城県,龍ケ崎市,若柴町,0,0,0,0,0,0
08210,304  ,3040000,イバラキケン,シモツマシ,イカニケイサイガナイバアイ,茨城県,下妻市,以下に掲載がない場合,0,0,0,0,0,0
08210,304  ,3040074,イバラキケン,シモツマシ,アカス,茨城県,下妻市,赤須,0,0,0,0,0,0
08210,304  ,3040803,イバラキケン,シモツマシ,イゴダツ,茨城県,下妻市,伊古立,0,0,0,0,0,0
08210,304  ,3040057,イバラキケン,シモツマシ,イシノミヤ,茨城県,下妻市,石の宮,0,0,0,0,0,0
08210,304  ,3040053,イバラキケン,シモツマシ,イマイズミ,茨城県,下妻市,今泉,0,0,0,0,0,0
08210,304  ,3040002,イバラキケン,シモツマシ,エ,茨城県,下妻市,江,0,0,0,0,0,0
08210,304  ,3040004,イバラキケン,シモツマシ,オオキ,茨城県,下妻市,大木,0,0,0,0,0,0
08210,304  ,3040025,イバラキケン,シモツマシ,オオキシンデン,茨城県,下妻市,大木新田,0,0,0,0,0,0
08210,304  ,3040023,イバラキケン,シモツマシ,オオクシ,茨城県,下妻市,大串,0,0,0,0,0,0
08210,304  ,3040801,イバラキケン,シモツマシ,オオゾノキ,茨城県,下妻市,大園木,0,0,0,0,0,0
08210,304  ,3040804,イバラキケン,シモツマシ,オサガヤ,茨城県,下妻市,長萱,0,0,0,0,0,0
08210,304  ,3040051,イバラキケン,シモツマシ,オジマ,茨城県,下妻市,小島,0,0,0,0,0,0
08210,304  ,3040063,イバラキケン,シモツマシ,オノコチョウ,茨城県,下妻市,小野子町,0,0,1,0,0,0
08210,304  ,3040016,イバラキケン,シモツマシ,カズス,茨城県,下妻市,数須,0,0,0,0,0,0
08210,304  ,3040819,イバラキケン,シモツマシ,カマニワ,茨城県,下妻市,鎌庭,0,0,0,0,0,0
08210,304  ,3040050,イバラキケン,シモツマシ,カメザキ,茨城県,下妻市,亀崎,0,0,0,0,0,0
08210,304  ,3040048,イバラキケン,シモツマシ,カヨウ,茨城県,下妻市,加養,0,0,0,0,0,0
08210,304  ,3040805,イバラキケン,シモツマシ,カラサキ,茨城県,下妻市,唐崎,0,0,0,0,0,0
08210,304  ,3040021,イバラキケン,シモツマシ,キタダイホウ,茨城県,下妻市,北大宝,0,0,0,0,0,0
08210,304  ,3040818,イバラキケン,シモツマシ,キヌ,茨城県,下妻市,鬼怒,0,0,0,0,0,0
08210,304  ,3040073,イバラキケン,シモツマシ,キリガセ,茨城県,下妻市,桐ケ瀬,0,0,0,0,0,0
08210,304  ,3040802,イバラキケン,シモツマシ,クジラ,茨城県,下妻市,鯨,0,0,0,0,0,0
08210,304  ,3040007,イバラキケン,シモツマシ,クロコマ,茨城県,下妻市,黒駒,0,0,0,0,0,0
08210,304  ,3040823,イバラキケン,シモツマシ,ゴカ,茨城県,下妻市,五箇,0,0,0,0,0,0
08210,304  ,3040034,イバラキケン,シモツマシ,サカイ,茨城県,下妻市,坂井,0,0,0,0,0,0
08210,304  ,3040024,イバラキケン,シモツマシ,サカモトシンデン,茨城県,下妻市,坂本新田,0,0,0,0,0,0
08210,304  ,3040055,イバラキケン,シモツマシ,サヌマシンデン,茨城県,下妻市,砂沼新田,0,0,0,0,0,0
08210,304  ,3040013,イバラキケン,シモツマシ,シタミヤ,茨城県,下妻市,下宮,0,0,0,0,0,0
08210,304  ,3040071,イバラキケン,シモツマシ,シッテ,茨城県,下妻市,尻手,0,0,0,0,0,0
08210,304  ,3040006,イバラキケン,シモツマシ,シバ,茨城県,下妻市,柴,0,0,0,0,0,0
08210,304  ,3040072,イバラキケン,シモツマシ,シブイ,茨城県,下妻市,渋井,0,0,0,0,0,0
08210,304  ,3040815,イバラキケン,シモツマシ,シブタ,茨城県,下妻市,渋田,0,0,0,0,0,0
08210,304  ,3040028,イバラキケン,シモツマシ,シモキド,茨城県,下妻市,下木戸,0,0,0,0,0,0
08210,304  ,3040811,イバラキケン,シモツマシ,シモグリ,茨城県,下妻市,下栗,0,0,0,0,0,0
08210,304  ,3040015,イバラキケン,シモツマシ,シモダ,茨城県,下妻市,下田,0,0,0,0,0,0
08210,304  ,3040066,イバラキケン,シモツマシ,シモツマコウ,茨城県,下妻市,下妻甲,0,0,0,0,0,0
08210,304  ,3040067,イバラキケン,シモツマシ,シモツマオツ,茨城県,下妻市,下妻乙,0,0,0,0,0,0
08210,304  ,3040061,イバラキケン,シモツマシ,シモツマヘイ,茨城県,下妻市,下妻丙,0,0,0,0,0,0
08210,304  ,3040068,イバラキケン,シモツマシ,シモツマテイ,茨城県,下妻市,下妻丁,0,0,0,0,0,0
08210,304  ,3040062,イバラキケン,シモツマシ,シモツマボ,茨城県,下妻市,下妻戊,0,0,0,0,0,0
